,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty,pop_under18,pop_over65,pop_2018,median_age
4308,2020-03-25,1,0,48053,2020-05-24,29.0,0.0,2020-06-03,45.0,0.0,2020-06-12,56.0,1.0,12,45017,12977,12566,5834,3016,48.432225566999996,48155,0.198729391998,0.766302635724,11.0,9854,9939,45750,44.2
4311,2020-03-25,1,0,48031,2020-05-24,8.0,0.0,2020-06-03,11.0,1.0,2020-06-12,11.0,1.0,0,11089,3806,2576,1901,1234,16.821952593,11931,0.219439054507,0.742988181337,10.1,2057,2697,11279,49.9
4314,2020-03-25,1,0,48015,2020-05-24,22.0,0.0,2020-06-03,27.0,0.0,2020-06-12,33.0,0.0,0,29292,7305,7048,6290,3314,46.453807288,30032,0.189228886169,0.7863729090170001,10.2,7105,5394,29565,40.7
4317,2020-03-25,2,0,48013,2020-05-24,36.0,2.0,2020-06-03,37.0,2.0,2020-06-12,43.0,2.0,6,48139,9558,10216,9447,5966,41.944468269,51153,0.34068357221600004,0.63197353914,15.7,13562,6921,48828,35.4
4320,2020-03-25,1,0,47185,2020-05-24,27.0,0.0,2020-06-03,34.0,0.0,2020-06-12,46.0,0.0,4,26394,7108,5528,3972,1950,72.595115378,27345,0.188420621931,0.783244680851,17.3,5929,5263,26580,43.1
4323,2020-03-25,1,0,13091,2020-05-24,48.0,2.0,2020-06-03,52.0,2.0,2020-06-12,54.0,2.0,6,21063,4726,4595,3176,1234,41.545982312,20605,0.262473195139,0.717798427448,26.5,4182,3540,20919,41.6
4326,2020-03-25,1,0,13087,2020-05-24,146.0,4.0,2020-06-03,206.0,5.0,2020-06-12,222.0,7.0,10,27023,5831,7046,2773,2108,44.215082308,26404,0.400859542879,0.586931041219,23.2,6597,4221,26833,38.1
4329,2020-03-25,1,0,12039,2020-05-24,254.0,1.0,2020-06-03,284.0,3.0,2020-06-12,301.0,4.0,0,46113,10880,7171,9443,4558,88.435431486,45660,0.6791068436069999,0.30440690248700003,23.6,10086,7614,46017,40.7
4332,2020-03-25,1,0,13157,2020-05-24,147.0,4.0,2020-06-03,199.0,6.0,2020-06-12,256.0,7.0,0,63851,12724,10037,16342,11958,214.84764978,72977,0.165169826662,0.8040063569499999,8.7,16773,9475,65755,38.5
4335,2020-03-25,1,0,16075,2020-05-24,23.0,2.0,2020-06-03,25.0,2.0,2020-06-12,27.0,2.0,0,22839,5298,4627,4712,1842,58.863243267,23951,0.156408907592,0.755041206383,12.8,6216,3997,23041,39.9
4338,2020-03-25,1,0,16069,2020-05-24,81.0,19.0,2020-06-03,83.0,19.0,2020-06-12,84.0,19.0,9,40014,10185,14918,3285,6578,47.632942636,40408,0.280779296307,0.6222157603949999,13.3,8700,7788,40155,40.9
4341,2020-03-25,2,0,16051,2020-05-24,7.0,0.0,2020-06-03,9.0,0.0,2020-06-12,10.0,0.0,0,27410,4382,4615,6330,2099,27.31238431400001,29871,0.08508412518519999,0.735419754163,9.1,9644,3030,27969,31.2
4344,2020-03-25,1,0,16049,2020-05-24,3.0,0.0,2020-06-03,3.0,0.0,2020-06-12,3.0,0.0,0,16275,5638,5388,943,565,1.9660280113,16667,0.145445701082,0.7832907697920001,16.2,3239,4269,16337,50.0
4347,2020-03-25,1,0,16043,2020-05-24,3.0,0.0,2020-06-03,4.0,0.0,2020-06-12,4.0,0.0,0,12889,2942,2483,2738,984,7.0275126439,13099,0.113930696535,0.7159607980399999,15.3,3504,2145,12965,36.8
4350,2020-03-25,1,0,17123,2020-05-24,5.0,0.0,2020-06-03,5.0,0.0,2020-06-12,5.0,0.0,0,11925,3583,2528,3022,1441,29.569778959,11438,0.30221921057100004,0.639674741657,9.5,2374,2679,11794,46.3
4353,2020-03-25,1,0,17041,2020-05-24,28.0,0.0,2020-06-03,28.0,0.0,2020-06-12,33.0,0.0,0,19830,4574,5469,3772,2670,46.718229093999994,19465,0.240573618494,0.7040425268880001,9.2,4959,3411,19714,37.9
4356,2020-03-25,1,0,13317,2020-05-24,32.0,1.0,2020-06-03,34.0,1.0,2020-06-12,35.0,1.0,0,9905,2863,2565,1190,737,20.824246162999998,9777,0.41252796420599996,0.574720357942,20.3,2059,2252,9884,46.1
4359,2020-03-25,1,0,13311,2020-05-24,94.0,3.0,2020-06-03,105.0,3.0,2020-06-12,124.0,3.0,0,28509,7553,6092,4769,2781,127.92876454,30798,0.142044006457,0.8283918103810001,14.1,5841,6215,28928,46.1
4362,2020-03-25,1,0,13183,2020-05-24,12.0,1.0,2020-06-03,16.0,1.0,2020-06-12,19.0,1.0,0,17857,2398,1099,5382,466,48.849483611000004,19559,0.330007301046,0.638354830859,16.8,5103,1601,18156,32.7
4365,2020-03-25,1,0,13169,2020-05-24,34.0,0.0,2020-06-03,44.0,0.0,2020-06-12,50.0,0.0,0,28540,6333,3195,8815,1533,72.94227444399999,28735,0.316192909614,0.663046949856,14.5,6760,4748,28548,40.1
4368,2020-03-25,1,0,13299,2020-05-24,209.0,13.0,2020-06-03,234.0,14.0,2020-06-12,263.0,14.0,22,35688,7974,10528,2326,5900,39.738681805,35734,0.282798353909,0.7002469135799999,23.6,8546,5895,35599,38.4
4371,2020-03-25,1,0,13275,2020-05-24,311.0,31.0,2020-06-03,346.0,32.0,2020-06-12,359.0,33.0,35,44909,10319,13374,3455,5231,81.61793304,44451,0.38109983982900003,0.599305926321,20.2,10756,7677,44730,40.3
4374,2020-03-25,1,0,13269,2020-05-24,21.0,2.0,2020-06-03,23.0,2.0,2020-06-12,25.0,2.0,0,8267,2020,1427,1372,626,21.290923575999997,8020,0.380658436214,0.6061140505579999,22.9,1694,1533,8193,44.4
4377,2020-03-25,1,0,5043,2020-05-24,19.0,1.0,2020-06-03,20.0,1.0,2020-06-12,25.0,1.0,5,18620,3890,4949,2275,1424,21.993583556999997,18219,0.360805860806,0.6054639804640001,19.5,4023,3091,18502,37.0
4380,2020-03-25,3,0,1055,2020-05-24,236.0,10.0,2020-06-03,266.0,12.0,2020-06-12,303.0,12.0,56,103132,25122,29445,10750,6578,191.12364467,102268,0.238073331186,0.739108432626,17.5,22281,18877,102939,41.3
4383,2020-03-25,2,0,1047,2020-05-24,197.0,3.0,2020-06-03,287.0,3.0,2020-06-12,425.0,6.0,18,40755,9436,10943,2634,2069,38.004042960999996,37196,0.684783769354,0.30880939669,31.4,9780,6705,40029,39.5
4386,2020-03-25,1,0,1033,2020-05-24,136.0,2.0,2020-06-03,190.0,2.0,2020-06-12,248.0,5.0,22,54435,14062,13330,7583,9170,93.19522590000001,55241,0.2962722326,0.678875984732,13.8,11608,10502,54495,42.7
4389,2020-03-25,1,0,1029,2020-05-24,13.0,1.0,2020-06-03,15.0,1.0,2020-06-12,20.0,1.0,0,14939,3691,1910,3934,853,26.620035223000002,14910,0.10471524801000001,0.878444580527,16.0,3438,2803,14938,42.5
4392,2020-03-25,1,0,1021,2020-05-24,87.0,1.0,2020-06-03,109.0,1.0,2020-06-12,128.0,2.0,6,43805,9429,8603,8950,2216,64.123408689,44428,0.159353601753,0.825417693783,17.3,10647,6927,43930,38.6
4395,2020-03-25,1,0,1019,2020-05-24,33.0,2.0,2020-06-03,39.0,3.0,2020-06-12,48.0,5.0,0,25855,7513,4790,5088,1247,47.325768735,26196,0.14510139960000001,0.838712748738,16.3,5286,5621,25853,45.9
4398,2020-03-25,1,0,1013,2020-05-24,344.0,11.0,2020-06-03,421.0,18.0,2020-06-12,502.0,25.0,7,20126,5151,5584,2160,1316,25.03480281400001,19448,0.427864133564,0.563154864709,24.5,4566,3806,20025,40.7
4401,2020-03-25,1,0,1009,2020-05-24,49.0,1.0,2020-06-03,65.0,1.0,2020-06-12,97.0,1.0,6,57667,13600,7485,14460,2036,89.67624657200001,57826,0.08469902300660001,0.8985187519700001,13.2,13468,10233,57645,40.8
4404,2020-03-25,1,0,1027,2020-05-24,27.0,2.0,2020-06-03,28.0,2.0,2020-06-12,30.0,2.0,4,13407,3480,3136,1897,947,21.913665329,13235,0.187766281193,0.7958003651860001,17.6,2819,2652,13378,43.7
4407,2020-03-25,1,0,1131,2020-05-24,118.0,7.0,2020-06-03,155.0,7.0,2020-06-12,202.0,8.0,0,10919,2751,1881,941,945,11.675388474000002,10373,0.7102543068089999,0.284987694832,33.4,2642,1985,10809,40.8
4410,2020-03-25,1,0,1079,2020-05-24,42.0,0.0,2020-06-03,52.0,0.0,2020-06-12,61.0,0.0,6,33288,7710,4648,7913,2313,47.668661758,32924,0.246939752445,0.733912329891,19.3,7232,5787,33171,42.2
4413,2020-03-25,1,0,1109,2020-05-24,136.0,0.0,2020-06-03,209.0,0.0,2020-06-12,300.0,2.0,9,33287,6441,12071,2048,4118,49.271815026999995,33114,0.38687140115199997,0.5897120921310001,23.6,6539,4886,33403,30.8
4416,2020-03-25,1,0,1107,2020-05-24,93.0,4.0,2020-06-03,121.0,5.0,2020-06-12,138.0,6.0,4,20170,4974,3341,3248,700,22.613154415,19930,0.418369496524,0.574468085106,23.1,4002,3729,20298,42.4
4419,2020-03-25,1,0,1095,2020-05-24,649.0,9.0,2020-06-03,709.0,9.0,2020-06-12,816.0,9.0,20,94738,21466,27510,9743,9995,171.02562219,96774,0.140511940512,0.835607035607,18.3,23654,15941,95145,38.7
4422,2020-03-25,1,0,1113,2020-05-24,128.0,0.0,2020-06-03,179.0,0.0,2020-06-12,268.0,0.0,8,58480,10680,6839,17155,7108,90.398784224,57961,0.500470317726,0.48129180602,21.7,14358,7776,58213,35.9
4425,2020-03-25,1,0,8089,2020-05-24,14.0,1.0,2020-06-03,20.0,1.0,2020-06-12,22.0,1.0,4,18325,4816,5967,1216,1047,14.483982029000002,18278,0.341206828106,0.5930924970229999,20.8,4289,3616,18325,40.2
4428,2020-03-25,1,0,6027,2020-05-24,20.0,1.0,2020-06-03,20.0,1.0,2020-06-12,23.0,1.0,4,18195,5588,7378,741,1112,1.7690113294,18039,0.394572286143,0.531265632816,12.3,3635,4148,18085,45.7
4431,2020-03-25,2,0,6101,2020-05-24,40.0,2.0,2020-06-03,48.0,2.0,2020-06-12,78.0,2.0,0,95583,19219,21304,15286,8809,160.9395951,96971,0.388806730422,0.551447632193,13.5,25116,14228,95872,35.7
4434,2020-03-25,1,0,17137,2020-05-24,34.0,1.0,2020-06-03,39.0,1.0,2020-06-12,105.0,2.0,9,34442,8786,11788,4037,4519,59.157679676,33658,0.321284315739,0.620250564798,15.2,6570,6652,34426,41.5
4437,2020-03-25,1,0,26103,2020-05-24,54.0,10.0,2020-06-03,56.0,11.0,2020-06-12,59.0,11.0,30,67145,16470,27724,1197,1709,36.869719957,66699,0.48764325014399995,0.445207769705,14.1,12124,11904,66939,39.0
4440,2020-03-25,1,0,26091,2020-05-24,146.0,3.0,2020-06-03,209.0,4.0,2020-06-12,195.0,6.0,0,98585,23897,25802,16257,5423,131.33472315,98451,0.36496350365,0.575836147729,10.4,21128,17507,98474,41.7
4443,2020-03-25,1,0,25007,2020-05-24,26.0,1.0,2020-06-03,41.0,1.0,2020-06-12,42.0,1.0,0,17275,5109,7799,430,539,167.93707063,17332,0.729228616407,0.216372223194,7.7,3282,3846,17313,46.1
4446,2020-03-25,1,0,26069,2020-05-24,77.0,9.0,2020-06-03,112.0,9.0,2020-06-12,112.0,10.0,4,25317,9417,7224,1335,2142,45.759969596000005,25127,0.32541763428000003,0.625065547981,15.1,4203,7242,25247,52.6
4449,2020-03-25,1,0,22127,2020-05-24,112.0,2.0,2020-06-03,178.0,2.0,2020-06-12,197.0,3.0,5,14631,3354,3389,1456,1025,14.634460857,13904,0.25800879397,0.7231469849250001,22.8,3072,2542,14494,40.8
4452,2020-03-25,2,0,22111,2020-05-24,287.0,16.0,2020-06-03,331.0,19.0,2020-06-12,385.0,20.0,0,22537,6027,3979,3952,1209,25.210420188,22108,0.247016706444,0.7317789608959999,18.0,5016,4364,22475,41.7
4455,2020-03-25,1,0,24029,2020-05-24,152.0,14.0,2020-06-03,178.0,19.0,2020-06-12,190.0,22.0,6,19666,6220,6036,2739,3118,70.106751946,19422,0.455814968361,0.501636482653,12.9,3142,5044,19593,47.5
4458,2020-03-25,1,0,28117,2020-05-24,38.0,3.0,2020-06-03,53.0,3.0,2020-06-12,65.0,3.0,11,25389,6023,4739,4677,2401,60.54674163600001,25126,0.209401276466,0.7746935467530001,19.8,5733,4427,25360,39.0
4461,2020-03-25,1,0,28013,2020-05-24,60.0,4.0,2020-06-03,67.0,4.0,2020-06-12,77.0,4.0,0,14617,3727,3238,2128,741,24.482865996999998,14361,0.297207761477,0.687805647578,21.3,3486,2623,14571,40.8
4464,2020-03-25,1,0,27049,2020-05-24,52.0,2.0,2020-06-03,70.0,4.0,2020-06-12,92.0,7.0,4,46138,11621,14724,8407,8020,61.239035106,46340,0.369880178557,0.549808129063,7.1,10431,8574,46217,42.5
4467,2020-03-25,2,0,26159,2020-05-24,121.0,6.0,2020-06-03,149.0,6.0,2020-06-12,200.0,7.0,0,75190,18230,16753,14885,7437,124.50408739,75677,0.399181043567,0.538644506669,15.3,17871,12833,75272,41.6
4470,2020-03-25,2,0,27169,2020-05-24,77.0,15.0,2020-06-03,80.0,15.0,2020-06-12,84.0,15.0,8,50992,10914,22187,5778,5478,80.630163761,50484,0.43965650626599995,0.468899891691,13.0,9268,8139,50847,34.8
4473,2020-03-25,1,0,26151,2020-05-24,40.0,5.0,2020-06-03,42.0,5.0,2020-06-12,43.0,6.0,0,41535,11385,10749,5964,2613,42.770877467,41170,0.253234942577,0.698747596529,15.9,9030,8463,41376,45.1
4476,2020-03-25,2,0,19011,2020-05-24,37.0,1.0,2020-06-03,44.0,1.0,2020-06-12,46.0,1.0,0,25646,5969,5085,7769,1358,35.811923904000004,25645,0.34127100073,0.600876552228,7.9,6066,4534,25626,42.6
4479,2020-03-25,1,0,18139,2020-05-24,59.0,2.0,2020-06-03,66.0,3.0,2020-06-12,66.0,3.0,0,16765,4040,3591,4130,1672,40.627391464,16581,0.211394510674,0.733573606876,10.7,3789,2927,16704,41.6
4482,2020-03-25,1,0,18033,2020-05-24,29.0,2.0,2020-06-03,44.0,2.0,2020-06-12,96.0,3.0,8,42524,9197,11898,7311,8798,119.82111161,43475,0.234360133206,0.716817316841,10.1,10486,6612,42704,39.1
4485,2020-03-25,1,0,18073,2020-05-24,55.0,1.0,2020-06-03,71.0,1.0,2020-06-12,82.0,1.0,4,33448,7509,8560,6355,4046,59.966439611000006,33562,0.249718700773,0.7037731603030001,9.4,7984,5642,33449,39.9
4488,2020-03-25,1,0,21231,2020-05-24,8.0,0.0,2020-06-03,8.0,0.0,2020-06-12,10.0,0.0,0,20692,5282,4693,1901,856,44.377379778999995,20333,0.17914371557300002,0.797446169254,28.1,4315,4036,20609,42.6
4491,2020-03-25,1,0,22067,2020-05-24,111.0,5.0,2020-06-03,131.0,5.0,2020-06-12,138.0,6.0,12,26290,6321,5683,4025,1210,31.290791313000003,24874,0.434947688154,0.5485993925079999,27.4,6294,4591,25992,39.6
4494,2020-03-25,1,0,22053,2020-05-24,73.0,7.0,2020-06-03,78.0,7.0,2020-06-12,114.0,7.0,5,31405,6940,6928,5592,2220,48.157393219,31368,0.215731596274,0.7547103733280001,17.7,8062,4947,31467,37.7
4497,2020-03-25,1,0,22049,2020-05-24,83.0,11.0,2020-06-03,110.0,15.0,2020-06-12,154.0,15.0,0,15952,3997,2605,2643,619,27.660580745999997,15744,0.286575562701,0.692524115756,21.6,3514,3079,15926,40.3
4500,2020-03-25,1,0,20133,2020-05-24,3.0,0.0,2020-06-03,2.0,0.0,2020-06-12,6.0,0.0,5,16209,4042,5698,2008,1525,28.009665904000002,16007,0.23801007966200002,0.7055763290520001,14.8,4007,3058,16125,40.1
4503,2020-03-25,1,0,21147,2020-05-24,13.0,0.0,2020-06-03,13.0,0.0,2020-06-12,13.0,0.0,0,17748,3649,2358,1929,556,40.372181305,17231,0.11503811503799999,0.8683298683299999,33.7,3851,2648,17635,40.0
4506,2020-03-25,1,0,20037,2020-05-24,6.0,1.0,2020-06-03,6.0,1.0,2020-06-12,18.0,1.0,12,39099,7956,15507,2882,3292,65.818822002,38818,0.351569008609,0.582754790336,17.7,8510,5848,39108,32.5
4509,2020-03-25,3,0,20177,2020-05-24,254.0,6.0,2020-06-03,336.0,7.0,2020-06-12,439.0,8.0,52,178392,41511,76539,6494,19452,325.12414668,176875,0.451743428199,0.479972300673,13.9,42847,30425,178284,38.9
4512,2020-03-25,1,0,21125,2020-05-24,21.0,2.0,2020-06-03,21.0,2.0,2020-06-12,25.0,2.0,14,59901,12999,16247,5174,7652,140.12591263,60813,0.138648180243,0.8299544556849999,20.6,13986,9464,60180,39.6
4515,2020-03-25,2,0,21085,2020-05-24,121.0,8.0,2020-06-03,127.0,9.0,2020-06-12,136.0,10.0,6,26129,6066,6987,3233,1286,52.861607943,26427,0.185441120788,0.778019689512,21.4,6247,4396,26178,40.5
4518,2020-03-26,1,0,39009,2020-05-25,14.0,1.0,2020-06-04,18.0,1.0,2020-06-12,23.0,1.0,0,65563,11147,21202,4750,5678,129.71315915,65327,0.556601410114,0.38710139221900003,30.7,9804,7964,65936,28.9
4521,2020-03-26,1,0,39119,2020-05-25,45.0,0.0,2020-06-04,54.0,1.0,2020-06-12,56.0,1.0,48,85933,20112,28444,8337,7738,129.73521066,86215,0.30168153077300003,0.6512963525419999,16.6,19827,14685,86076,40.2
4524,2020-03-26,1,0,39081,2020-05-25,62.0,2.0,2020-06-04,67.0,2.0,2020-06-12,69.0,2.0,20,67349,18775,17270,10135,6129,160.06153277,65325,0.30252663816799996,0.6593504753399999,19.0,12959,13770,66886,44.8
4527,2020-03-26,1,0,38051,2020-05-25,1.0,0.0,2020-06-04,1.0,0.0,2020-06-12,1.0,0.0,0,2680,1056,1228,103,195,2.5621736828,2497,0.163738580464,0.769501054111,13.6,466,832,2654,53.5
4530,2020-03-26,1,0,38049,2020-05-25,2.0,1.0,2020-06-04,2.0,1.0,2020-06-12,2.0,1.0,0,5951,1606,1489,1330,229,3.0657294702,5745,0.176404912542,0.7409750651279999,11.9,1408,1179,5927,42.8
4533,2020-03-26,1,0,42013,2020-05-25,48.0,1.0,2020-06-04,52.0,1.0,2020-06-12,54.0,1.0,50,124736,33231,48700,7539,12836,231.70158614,121829,0.251648119318,0.715447154472,14.4,25397,24518,123842,43.4
4536,2020-03-26,1,0,41065,2020-05-25,18.0,1.0,2020-06-04,29.0,1.0,2020-06-12,38.0,1.0,17,25687,6940,8912,1815,1759,11.20557837,26682,0.411874500044,0.508488134388,13.4,5829,5161,25866,40.9
4539,2020-03-26,1,0,41057,2020-05-25,6.0,0.0,2020-06-04,6.0,0.0,2020-06-12,6.0,0.0,4,25840,8856,8782,744,720,24.525359166999998,27036,0.429907246814,0.489103385868,13.2,4945,6372,26076,48.0
4542,2020-03-26,1,0,42063,2020-05-25,89.0,5.0,2020-06-04,91.0,5.0,2020-06-12,93.0,5.0,12,86551,21114,28629,8883,8683,101.6217853,84073,0.303965224767,0.660517387617,15.5,15576,15612,85755,39.8
4545,2020-03-26,1,0,42039,2020-05-25,22.0,0.0,2020-06-04,30.0,0.0,2020-06-12,35.0,0.0,16,86847,22995,28150,8781,5780,83.600582285,84629,0.287236734809,0.6723842195540001,13.4,18207,16718,86164,42.9
4548,2020-03-26,1,0,40035,2020-05-25,15.0,0.0,2020-06-04,15.0,0.0,2020-06-12,16.0,0.0,0,14563,3706,3679,1949,2376,18.577400412,14142,0.216164762894,0.740567670474,19.5,3212,2818,14493,42.3
4551,2020-03-26,3,0,40031,2020-05-25,268.0,3.0,2020-06-04,293.0,3.0,2020-06-12,319.0,4.0,58,123066,20343,54817,2914,5837,112.91607784,120749,0.35192591681,0.5892505537780001,16.7,29261,14592,122561,33.0
4554,2020-03-26,1,0,39175,2020-05-25,36.0,2.0,2020-06-04,48.0,2.0,2020-06-12,48.0,4.0,5,22190,5467,5835,4916,2730,53.509739625,21772,0.238938053097,0.706617929973,8.0,5084,4059,22107,42.1
4557,2020-03-26,1,0,40081,2020-05-25,21.0,2.0,2020-06-04,22.0,2.0,2020-06-12,22.0,2.0,0,34759,8429,6549,7819,2138,36.621214705999996,34877,0.173059067209,0.774087565174,14.7,8495,6144,34854,41.2
4560,2020-03-26,1,0,40135,2020-05-25,14.0,3.0,2020-06-04,16.0,3.0,2020-06-12,19.0,3.0,0,41364,9667,8851,6505,1768,61.72325706,41569,0.212024658863,0.754173304703,18.8,9651,7450,41359,41.0
4563,2020-03-26,1,0,40115,2020-05-25,35.0,2.0,2020-06-04,35.0,2.0,2020-06-12,36.0,2.0,9,31725,7607,9113,3545,3552,66.11277109,31127,0.24181171626400005,0.713737600599,20.6,7836,5677,31566,38.1
4566,2020-03-26,2,0,40111,2020-05-25,23.0,0.0,2020-06-04,25.0,0.0,2020-06-12,29.0,0.0,0,39121,9272,9128,5357,2442,55.151326485,38465,0.314492961793,0.641051422005,21.5,9303,6907,38889,39.1
4569,2020-03-26,1,0,30101,2020-05-25,29.0,6.0,2020-06-04,29.0,6.0,2020-06-12,29.0,6.0,0,5031,1261,1919,320,556,2.4730862096,4736,0.19772051536200005,0.7408325074330001,15.1,977,809,4976,41.2
4572,2020-03-26,1,0,31079,2020-05-25,1466.0,40.0,2020-06-04,1540.0,44.0,2020-06-12,1578.0,45.0,16,61233,11885,27937,2733,7380,112.28771136,61353,0.287937743191,0.66283812292,13.0,16729,8815,61343,36.0
4575,2020-03-26,1,0,30059,2020-05-25,1.0,0.0,2020-06-04,1.0,0.0,2020-06-12,1.0,0.0,0,2000,578,752,112,112,0.7784709890000001,1862,0.196907216495,0.7505154639180001,15.9,393,448,1968,45.9
4578,2020-03-26,1,0,31099,2020-05-25,12.0,0.0,2020-06-04,12.0,0.0,2020-06-12,12.0,0.0,0,6547,1735,1978,1441,1262,12.58128098,6495,0.169648365207,0.776989512647,9.2,1623,1250,6552,40.1
4581,2020-03-26,1,0,29207,2020-05-25,74.0,4.0,2020-06-04,99.0,4.0,2020-06-12,113.0,6.0,4,29634,7527,7968,3964,2188,35.257978342,29025,0.141060400663,0.834237083898,14.8,6587,5763,29512,41.4
4584,2020-03-26,1,0,29035,2020-05-25,5.0,1.0,2020-06-04,5.0,1.0,2020-06-12,5.0,1.0,0,6255,1620,1643,741,397,11.790479402999999,5982,0.153413089374,0.817382125264,22.6,1544,1201,6197,41.0
4587,2020-03-26,1,0,29017,2020-05-25,6.0,0.0,2020-06-04,7.0,0.0,2020-06-12,8.0,0.0,0,12347,3295,1750,3132,382,19.635728617,12133,0.124360557418,0.851472922914,15.6,2702,2351,12281,44.1
4590,2020-03-26,1,0,29015,2020-05-25,10.0,0.0,2020-06-04,12.0,0.0,2020-06-12,14.0,0.0,0,18918,7360,3787,2444,611,27.616221732,19443,0.211185308848,0.7525041736229999,20.2,3332,5622,18989,53.3
4593,2020-03-26,3,0,28161,2020-05-25,84.0,5.0,2020-06-04,104.0,6.0,2020-06-12,136.0,7.0,0,12426,3373,2420,2553,825,25.918831808,12108,0.424892703863,0.555628920436,18.1,2840,2375,12421,42.6
4596,2020-03-26,2,0,37013,2020-05-25,32.0,0.0,2020-06-04,39.0,0.0,2020-06-12,49.0,0.0,8,47316,14046,13729,4814,4321,56.476894512,46994,0.36861731429300004,0.613500572058,18.1,9759,10808,47243,45.7
4602,2020-03-26,1,0,51099,2020-05-25,56.0,4.0,2020-06-04,72.0,4.0,2020-06-12,87.0,4.0,0,25564,4530,5624,6638,6960,149.39775014,26836,0.334419654049,0.6131862622209999,6.8,6616,3221,25890,37.3
4605,2020-03-26,1,0,51079,2020-05-25,23.0,1.0,2020-06-04,34.0,1.0,2020-06-12,45.0,1.0,0,19213,4356,2449,6390,1393,127.09930386,19819,0.307587077765,0.625381458487,8.1,4673,3135,19410,40.1
4608,2020-03-26,4,0,51061,2020-05-25,285.0,5.0,2020-06-04,334.0,6.0,2020-06-12,376.0,6.0,8,68406,15267,13958,19908,10358,109.90946311,71222,0.34910031246600004,0.595571597888,6.1,16319,10890,69115,41.4
4614,2020-03-26,1,0,51175,2020-05-25,143.0,2.0,2020-06-04,150.0,2.0,2020-06-12,155.0,2.0,0,18089,4637,2615,5202,1413,29.424441601999998,17631,0.40520739404899997,0.567515779982,14.7,3431,3371,17939,46.1
4620,2020-03-26,2,0,51149,2020-05-25,60.0,0.0,2020-06-04,142.0,0.0,2020-06-12,158.0,0.0,0,37704,6858,6710,8908,14466,144.54183668,38353,0.39770755886,0.567348203222,8.9,8183,4918,37894,37.0
4626,2020-03-26,1,0,51143,2020-05-25,35.0,1.0,2020-06-04,45.0,1.0,2020-06-12,59.0,1.0,0,61970,17512,10661,16528,4939,62.284648801,60354,0.290182093603,0.686148893868,16.4,12027,13017,61676,46.7
4629,2020-03-26,1,0,51131,2020-05-25,216.0,17.0,2020-06-04,247.0,25.0,2020-06-12,259.0,27.0,0,11998,4032,3678,1126,1453,55.309166175,11710,0.530648842517,0.437887186175,18.8,2372,3060,11957,48.5
4632,2020-03-26,2,0,51187,2020-05-25,117.0,2.0,2020-06-04,217.0,3.0,2020-06-12,228.0,4.0,8,38991,8490,7797,10450,5499,187.21489164,40164,0.290315327975,0.661120791411,10.3,8753,6021,39449,40.7
4635,2020-03-26,2,0,49029,2020-05-25,10.0,0.0,2020-06-04,13.0,0.0,2020-06-12,16.0,0.0,0,11014,1842,1398,2833,513,19.902535509,12124,0.111370716511,0.614485981308,4.0,4063,1287,11391,32.4
4638,2020-03-26,1,0,48465,2020-05-25,13.0,0.0,2020-06-04,21.0,0.0,2020-06-12,21.0,0.0,7,48976,9283,17739,1519,772,15.589476621,49025,0.513505491244,0.434550311665,18.9,14100,6894,49027,31.7
4641,2020-03-26,1,0,51007,2020-05-25,21.0,1.0,2020-06-04,28.0,1.0,2020-06-12,37.0,1.0,0,12802,3301,1831,3772,969,36.990608718000004,13145,0.30561478322700003,0.6686567164180001,9.9,2777,2425,12854,46.0
4644,2020-03-26,1,0,51191,2020-05-25,51.0,4.0,2020-06-04,53.0,4.0,2020-06-12,58.0,4.0,14,54457,15381,14831,9195,8800,95.76577681200001,53740,0.215749562512,0.7508846976469999,15.2,10152,11752,54406,45.9
4647,2020-03-26,1,0,55019,2020-05-25,28.0,4.0,2020-06-04,37.0,4.0,2020-06-12,50.0,4.0,0,34513,7761,10010,5318,2988,28.746068785,34774,0.31185414821400004,0.638101564807,11.9,10134,5587,34491,37.6
4650,2020-03-26,1,0,56019,2020-05-25,18.0,1.0,2020-06-04,18.0,1.0,2020-06-12,18.0,1.0,0,8562,2495,2901,1250,326,2.0329058227,8445,0.146700390894,0.799494136583,10.3,1896,1854,8515,45.5
4653,2020-03-26,1,0,56017,2020-05-25,11.0,0.0,2020-06-04,13.0,0.0,2020-06-12,13.0,0.0,0,4741,1646,1913,277,168,2.2016243943,4413,0.15779092702199998,0.764891518738,13.5,900,1165,4680,49.5
4656,2020-03-26,1,0,55097,2020-05-25,10.0,0.0,2020-06-04,14.0,0.0,2020-06-12,68.0,0.0,12,70371,15091,28427,7072,7412,88.368284175,70772,0.485900899719,0.454056606248,11.3,13819,10985,70599,36.7
4659,2020-03-26,1,0,55125,2020-05-25,6.0,0.0,2020-06-04,8.0,0.0,2020-06-12,8.0,0.0,10,21465,8398,6500,2314,2082,25.877126818,22195,0.35449342154200003,0.607225154241,10.9,3555,6513,21593,54.1
